id,is_high_priority
25-2676718,0
25-2672495,0
25-2671946,1
25-2675945,0
25-2674724,0
25-2676791,0
25-2673456,0
25-2673703,0
25-2673682,0
25-2671073,0
25-2674893,0
25-2677528,0
25-2671178,1
25-2670449,0
25-2675127,0
25-2673358,0
25-2676285,0
25-2670898,0
25-2673555,0
25-2670623,0
25-2672018,0
25-2673835,1
25-2671912,0
25-2674477,0
25-2673697,0
25-2672306,0
25-2676407,0
25-2672041,0
25-2678093,0
25-2671983,0
25-2675379,0
25-2677161,0
25-2675155,0
25-2673331,0
25-2675609,0
25-2674288,0
25-2674628,0
25-2671473,0
25-2675415,0
25-2676306,0
25-2678258,0
25-2676273,0
25-2676388,0
25-2676375,0
25-2675318,0
25-2678042,0
25-2676340,0
25-2674245,0
25-2676201,0
25-2672175,1
25-2676101,0
25-2678229,0
25-2674829,0
25-2671909,0
25-2678191,0
25-2674649,0
25-2671519,0
25-2677968,0
25-2674565,0
25-2675548,0
25-2672200,0
25-2675521,0
25-2675621,0
25-2676981,0
25-2675498,0
25-2670884,0
25-2678060,0
25-2677505,0
25-2677060,0
25-2672986,0
25-2674648,0
25-2674779,0
25-2672301,0
25-2671151,0
25-2676725,0
25-2671659,0
25-2676337,0
25-2676438,0
25-2671344,0
25-2676497,0
25-2674144,0
25-2673347,0
25-2676217,0
25-2678023,0
25-2673161,0
25-2673419,0
25-2675269,0
25-2675993,0
25-2674593,0
25-2673785,0
25-2677531,0
25-2676248,0
25-2671762,0
25-2678296,0
25-2671437,0
25-2671039,0
25-2677954,0
25-2675719,0
25-2671019,0
25-2674938,0
25-2674605,0
25-2677518,0
25-2675982,0
25-2672227,1
25-2673129,0
25-2673327,0
25-2675102,1
25-2670870,0
25-2671251,0
25-2671798,0
25-2675908,0
25-2677584,0
25-2676066,0
25-2678277,0
25-2671281,0
25-2678097,0
25-2677731,0
25-2674407,0
25-2678001,0
25-2678133,0
25-2677555,0
25-2678114,0
25-2678005,0
25-2675749,0
25-2678148,0
25-2678253,0
25-2677818,0
25-2678225,0
25-2678135,0
25-2678131,0
25-2678112,0
25-2678285,0
25-2678249,0
25-2678119,0
25-2677808,0
25-2677728,1
25-2678028,0
25-2677688,0
25-2678301,0
25-2678008,0
25-2677190,0
25-2677814,0
25-2671499,0
25-2678004,0
25-2677258,0
25-2676683,0
25-2676228,0
25-2677001,0
25-2677667,0
25-2677475,0
25-2677633,0
25-2676220,0
25-2677522,0
25-2677383,0
25-2673565,0
25-2673237,0
25-2674801,0
25-2671684,0
25-2676377,0
25-2676731,0
25-2676679,0
25-2676379,0
25-2672181,0
25-2674765,0
25-2676495,0
25-2676671,0
25-2676103,0
25-2676417,0
25-2676218,0
25-2671318,0
25-2674855,0
25-2675593,0
25-2676361,0
25-2673774,0
25-2675785,0
25-2676094,0
25-2675883,0
25-2675671,0
25-2675495,0
25-2674807,0
25-2675369,0
25-2673341,0
25-2674741,0
25-2675012,0
25-2674879,0
25-2674612,0
25-2674487,0
25-2672067,0
25-2674927,0
25-2673250,1
25-2672523,0
25-2674123,0
25-2672693,0
25-2671853,0
25-2672087,0
25-2672098,0
25-2672011,0
25-2673368,0
25-2673439,0
25-2671906,0
25-2673921,0
25-2673480,0
25-2674415,0
25-2674657,0
25-2674212,0
25-2674419,0
25-2673393,0
25-2673457,1
25-2673608,0
25-2673479,0
25-2673045,0
25-2672075,0
25-2673729,0
25-2672818,0
25-2673230,0
25-2673485,0
25-2673467,0
25-2673221,0
25-2672645,1
25-2673409,0
25-2672035,0
25-2673266,1
25-2673141,0
25-2671901,0
25-2671922,0
25-2672852,0
25-2672797,0
25-2672540,0
25-2671083,0
25-2671475,0
25-2672108,0
25-2672533,0
25-2670471,0
25-2671903,0
25-2672315,0
25-2672223,0
25-2671895,0
25-2670602,0
25-2671897,0
25-2671774,0
25-2671770,0
25-2671553,0
25-2671570,0
25-2671598,0
25-2671469,0
25-2671430,0
25-2670799,0
25-2670740,0
25-2670616,0
25-2670457,0
25-2670368,0
25-2685909,0
25-2682404,1
25-2683570,0
25-2682392,0
25-2683757,0
25-2684117,1
25-2680823,0
25-2678835,0
25-2684300,0
25-2678706,0
25-2681812,0
25-2682196,0
25-2682586,0
25-2680323,0
25-2679667,0
25-2680832,1
25-2684286,0
25-2679264,0
25-2682441,0
25-2679223,0
25-2680936,0
25-2683234,0
25-2685122,0
25-2680970,0
25-2682752,0
25-2685976,0
25-2685338,1
25-2682379,0
25-2680594,0
25-2685852,0
25-2679300,0
25-2680871,0
25-2686245,0
25-2684190,0
25-2686096,0
25-2682442,0
25-2683887,0
25-2682739,0
25-2681817,0
25-2679463,0
25-2686994,0
25-2683870,1
25-2680094,0
25-2682993,0
25-2684137,0
25-2683542,0
25-2679708,0
25-2682456,1
25-2684316,0
25-2680929,0
25-2686956,0
25-2678518,0
25-2680937,0
25-2684204,0
25-2684827,0
25-2679318,0
25-2683378,0
25-2684015,1
25-2682897,0
25-2679339,0
25-2687242,1
25-2684114,0
25-2680856,0
25-2679240,1
25-2683092,1
25-2683961,0
25-2687238,0
25-2687282,1
25-2682253,0
25-2684513,0
25-2683904,0
25-2684135,0
25-2679163,0
25-2682243,0
25-2684922,0
25-2678996,0
25-2679234,0
25-2680502,0
25-2686792,0
25-2686642,0
25-2681115,0
25-2678581,0
25-2680119,1
25-2686321,0
25-2682156,0
25-2682851,0
25-2683784,0
25-2685507,0
25-2686193,0
25-2682675,0
25-2679203,0
25-2679297,0
25-2685848,0
25-2686249,0
25-2684908,0
25-2679035,0
25-2683671,0
25-2685117,0
25-2678418,0
25-2678729,0
25-2681383,0
25-2685060,0
25-2685152,0
25-2682202,0
25-2685075,0
25-2681532,0
25-2681449,0
25-2680029,0
25-2685945,0
25-2684156,0
25-2682147,0
25-2686176,0
25-2687099,0
25-2684807,0
25-2686290,0
25-2686721,0
25-2686836,0
25-2681537,0
25-2683060,0
25-2686318,0
25-2686044,0
25-2682842,0
25-2683939,0
25-2687195,0
25-2681589,0
25-2685032,0
25-2683147,0
25-2685581,0
25-2678462,0
25-2686049,0
25-2686166,0
25-2682478,0
25-2687294,0
25-2680743,0
25-2685191,0
25-2678884,0
25-2682564,0
25-2680104,0
25-2686601,0
25-2686557,0
25-2686610,0
25-2678330,0
25-2683146,0
25-2686186,0
25-2683025,0
25-2684327,1
25-2684773,0
25-2686913,0
25-2684311,0
25-2680949,0
25-2687217,0
25-2687290,0
25-2682340,0
25-2687233,0
25-2682527,0
25-2681864,0
25-2680851,0
25-2686621,0
25-2686760,0
25-2686423,0
25-2686683,0
25-2686606,0
25-2680722,0
25-2685014,0
25-2686213,0
25-2684236,0
25-2685891,0
25-2685839,0
25-2682141,0
25-2680873,0
25-2680578,0
25-2679275,0
25-2679369,0
25-2685534,0
25-2684342,0
25-2683236,0
25-2683609,0
25-2679942,0
25-2684079,0
25-2684728,0
25-2684457,0
25-2684650,0
25-2684181,0
25-2683831,0
25-2684121,0
25-2678627,0
25-2684052,0
25-2683509,0
25-2683299,0
25-2683005,0
25-2684064,0
25-2684140,0
25-2683947,0
25-2683803,0
25-2682492,0
25-2683200,0
25-2683042,0
25-2682961,0
25-2681250,0
25-2683007,1
25-2683591,0
25-2683342,0
25-2682624,0
25-2682610,0
25-2679950,0
25-2683047,0
25-2680362,0
25-2682620,0
25-2679364,0
25-2682393,0
25-2682449,0
25-2681044,0
25-2682464,0
25-2681012,0
25-2682399,1
25-2681780,0
25-2678620,0
25-2680868,0
25-2681155,0
25-2681910,0
25-2681772,0
25-2678897,0
25-2680761,0
25-2680853,0
25-2681406,0
25-2679843,0
25-2679784,0
25-2680967,0
25-2680493,0
25-2680964,0
25-2679132,0
25-2680862,0
25-2678454,0
25-2680218,0
25-2680589,0
25-2680535,0
25-2679362,0
25-2679179,0
25-2680055,0
25-2679286,0
25-2679085,0
25-2678901,0
25-2678951,0
25-2678808,0
25-2679059,0
25-2678736,0
25-2678593,0
25-2678506,0
25-2678425,0
25-2678511,1
25-2689432,1
25-2696452,0
25-2693695,1
25-2688803,0
25-2694257,1
25-2693002,0
25-2694010,0
25-2689387,1
25-2695182,1
25-2689728,0
25-2695746,0
25-2697472,1
25-2689333,1
25-2695046,0
25-2690228,0
25-2694689,1
25-2697822,0
25-2690148,0
25-2689306,0
25-2695622,0
25-2696629,0
25-2688669,0
25-2690221,1
25-2691631,0
25-2688777,0
25-2689871,1
25-2693465,0
25-2693140,0
25-2687785,0
25-2693859,0
25-2692752,0
25-2697185,0
25-2697980,0
25-2691619,0
25-2696625,0
25-2689702,0
25-2695344,0
25-2696973,0
25-2696547,0
25-2693503,0
25-2691362,0
25-2690861,0
25-2687921,0
25-2687682,0
25-2689955,0
25-2687727,0
25-2687807,0
25-2688805,0
25-2688365,0
25-2687861,0
25-2689331,0
25-2693707,0
25-2695176,0
25-2692887,0
25-2696442,0
25-2689159,0
25-2696456,0
25-2693463,0
25-2697999,0
25-2692445,0
25-2692144,0
25-2696658,0
25-2689464,0
25-2693872,0
25-2693459,0
25-2696803,1
25-2694826,0
25-2691359,0
25-2687397,0
25-2697809,0
25-2691161,0
25-2689294,0
25-2691157,0
25-2690543,0
25-2692740,1
25-2691767,0
25-2696930,0
25-2696439,0
25-2687965,0
25-2696528,0
25-2697714,0
25-2691643,0
25-2695231,0
25-2690337,0
25-2695403,0
25-2691290,0
25-2693160,0
25-2687521,0
25-2692432,1
25-2694186,0
25-2688132,0
25-2694785,0
25-2695278,0
25-2697626,0
25-2696623,0
25-2687530,0
25-2697528,0
25-2695467,0
25-2688954,0
25-2696464,0
25-2693596,0
25-2689175,0
25-2697563,0
25-2697696,0
25-2693310,0
25-2693474,0
25-2697745,0
25-2696356,0
25-2697562,0
25-2689409,0
25-2697118,0
25-2697826,0
25-2694758,0
25-2693534,0
25-2693998,0
25-2697116,0
25-2696155,0
25-2697296,0
25-2693769,0
25-2697791,0
25-2695498,0
25-2696511,0
25-2697052,0
25-2697846,0
25-2695319,0
25-2697704,0
25-2696366,0
25-2693561,0
25-2697109,0
25-2697154,0
25-2691566,0
25-2697155,0
25-2697787,0
25-2696864,0
25-2697558,0
25-2697901,0
25-2696029,0
25-2696037,0
25-2697524,0
25-2697564,0
25-2697726,0
25-2696942,0
25-2690892,0
25-2696690,0
25-2697782,0
25-2697724,0
25-2692043,0
25-2697492,0
25-2696827,0
25-2688802,0
25-2696966,0
25-2695820,0
25-2696630,0
25-2696447,0
25-2696558,0
25-2693825,0
25-2696412,0
25-2696015,0
25-2691574,0
25-2693740,0
25-2695374,0
25-2696095,0
25-2696156,0
25-2693917,0
25-2695376,0
25-2695745,0
25-2691891,0
25-2693570,0
25-2694774,0
25-2695444,0
25-2695628,0
25-2694182,0
25-2695544,0
25-2694451,0
25-2695464,0
25-2694959,0
25-2695400,1
25-2690259,0
25-2690828,0
25-2695113,0
25-2688652,0
25-2694642,0
25-2693358,0
25-2688514,0
25-2689507,0
25-2694964,0
25-2694602,0
25-2694483,0
25-2693965,0
25-2693193,0
25-2693062,0
25-2693621,0
25-2690224,0
25-2693536,0
25-2693427,0
25-2693846,0
25-2693842,0
25-2691355,1
25-2693611,0
25-2692673,0
25-2691564,0
25-2691533,0
25-2693486,0
25-2691499,0
25-2693212,0
25-2693361,0
25-2693033,0
25-2691814,0
25-2692582,0
25-2693268,0
25-2692520,0
25-2692544,0
25-2692462,0
25-2692641,0
25-2693188,0
25-2688497,0
25-2692376,0
25-2692416,0
25-2692421,0
25-2693014,0
25-2690982,0
25-2691329,0
25-2692012,0
25-2689985,0
25-2691775,0
25-2689135,0
25-2690875,0
25-2691039,0
25-2689851,0
25-2688702,0
25-2690860,1
25-2690712,0
25-2691294,0
25-2690551,0
25-2689529,0
25-2688192,0
25-2687892,0
25-2690417,0
25-2689805,0
25-2689749,0
25-2688956,0
25-2689435,1
25-2687772,0
25-2689293,0
25-2689362,0
25-2689420,0
25-2687445,0
25-2689277,0
25-2688150,0
25-2687614,0
25-2688355,0
25-2687650,0
25-2687306,0
25-2687326,0
25-2703077,0
25-2707231,1
25-2706207,0
25-2705557,0
25-2707500,0
25-2708274,0
25-2701327,0
25-2702199,0
25-2707484,0
25-2708717,0
25-2705428,0
25-2708675,0
25-2707467,0
25-2705748,0
25-2698494,1
25-2706648,1
25-2703124,0
25-2705591,1
25-2707654,0
25-2703135,1
25-2703248,0
25-2703071,1
25-2698927,1
25-2702939,0
25-2706675,0
25-2699695,1
25-2704855,0
25-2701280,0
25-2701083,0
25-2698246,0
25-2702217,0
25-2707646,0
25-2708583,1
25-2704079,0
25-2706416,1
25-2698053,0
25-2706537,0
25-2707291,0
25-2705500,0
25-2704346,0
25-2707469,0
25-2704677,0
25-2707937,0
25-2699766,0
25-2705957,0
25-2698385,0
25-2708138,0
25-2706117,1
25-2708013,0
25-2705014,0
25-2706931,0
25-2706646,1
25-2702350,0
25-2705774,0
25-2708189,1
25-2699704,0
25-2707578,0
25-2699712,0
25-2701121,0
25-2698057,1
25-2703090,1
25-2698802,0
25-2701069,1
25-2705111,0
25-2708296,0
25-2698992,0
25-2698357,0
25-2706426,0
25-2707411,0
25-2701110,0
25-2707433,0
25-2699776,0
25-2701051,0
25-2703262,0
25-2702434,0
25-2698099,0
25-2706571,0
25-2701391,0
25-2698921,0
25-2698938,0
25-2708740,0
25-2706287,0
25-2705880,0
25-2707180,0
25-2705759,0
25-2703079,0
25-2698051,0
25-2699257,0
25-2708153,0
25-2703041,0
25-2702915,0
25-2708577,0
25-2707660,0
25-2708623,0
25-2698535,0
25-2706151,0
25-2701485,0
25-2708510,0
25-2708593,0
25-2708711,0
25-2708734,0
25-2707737,0
25-2706254,0
25-2707865,0
25-2707448,0
25-2699877,0
25-2707783,0
25-2708272,0
25-2707238,0
25-2708596,0
25-2708472,1
25-2707867,0
25-2707694,0
25-2707686,0
25-2707477,0
25-2704256,0
25-2706458,0
25-2707056,0
25-2701359,0
25-2701861,0
25-2706640,0
25-2706150,0
25-2706947,0
25-2707061,0
25-2705703,0
25-2706013,0
25-2705934,0
25-2703614,0
25-2700893,0
25-2703054,0
25-2704589,0
25-2704223,0
25-2701816,0
25-2705623,0
25-2699210,0
25-2704757,0
25-2699969,0
25-2703675,0
25-2704613,0
25-2704067,0
25-2700387,0
25-2704150,0
25-2699637,0
25-2702965,0
25-2702971,0
25-2702869,0
25-2701094,0
25-2699463,0
25-2702696,0
25-2703401,0
25-2703413,0
25-2703252,0
25-2701487,0
25-2701329,0
25-2699191,0
25-2702873,0
25-2701970,0
25-2702355,0
25-2699298,0
25-2699761,0
25-2700990,0
25-2701409,0
25-2698324,0
25-2699811,0
25-2701331,0
25-2700919,0
25-2700063,0
25-2701386,0
25-2701305,0
25-2700237,0
25-2701122,0
25-2701064,0
25-2698892,0
25-2699652,0
25-2700402,0
25-2698092,0
25-2698398,0
25-2699748,0
25-2698882,0
25-2699046,0
25-2698932,0
25-2699147,0
25-2698105,0
25-2698702,0
25-2698112,1
25-2698041,0
25-2720031,1
25-2713998,1
25-2709938,0
25-2716844,0
25-2715779,1
25-2710486,0
25-2720497,0
25-2717618,1
25-2709062,0
25-2716788,0
25-2716795,0
25-2709226,1
25-2711562,0
25-2720502,0
25-2720408,0
25-2709128,0
25-2710718,0
25-2715245,0
25-2713458,0
25-2716475,1
25-2715569,0
25-2719573,0
25-2716467,1
25-2714685,0
25-2718285,0
25-2710299,0
25-2709474,0
25-2712865,1
25-2720384,0
25-2716545,0
25-2718381,0
25-2717884,1
25-2718172,0
25-2713838,0
25-2718907,0
25-2715328,0
25-2712708,1
25-2719946,0
25-2720127,0
25-2719624,0
25-2719355,0
25-2715456,1
25-2716771,0
25-2710106,0
25-2710393,0
25-2711528,1
25-2716776,0
25-2709529,0
25-2714543,0
25-2720533,0
25-2717755,0
25-2715147,0
25-2712628,1
25-2717684,1
25-2719440,0
25-2709503,0
25-2720422,0
25-2717474,0
25-2715716,0
25-2711100,0
25-2715423,1
25-2718302,0
25-2715464,0
25-2709131,0
25-2711217,0
25-2715829,0
25-2710298,0
25-2714254,0
25-2714365,0
25-2719822,0
25-2718139,0
25-2714861,0
25-2720154,0
25-2710887,0
25-2718225,0
25-2713958,0
25-2712564,0
25-2713327,0
25-2718499,0
25-2719895,0
25-2720027,0
25-2718250,0
25-2720180,0
25-2710848,0
25-2709672,0
25-2715819,0
25-2717942,1
25-2719900,0
25-2720109,0
25-2714796,0
25-2720137,0
25-2714288,1
25-2708745,0
25-2719727,0
25-2718244,0
25-2720054,0
25-2720479,0
25-2720104,0
25-2718628,0
25-2719447,0
25-2717854,0
25-2714684,0
25-2719289,0
25-2716884,0
25-2715474,0
25-2719888,0
25-2719667,0
25-2720612,0
25-2719851,0
25-2717532,0
25-2712351,0
25-2717998,0
25-2717750,0
25-2720338,0
25-2720393,0
25-2720610,0
25-2719845,0
25-2719892,0
25-2715108,0
25-2720372,0
25-2718053,0
25-2716251,0
25-2719709,0
25-2719927,0
25-2719432,0
25-2709428,1
25-2719502,0
25-2716306,0
25-2719058,0
25-2719468,0
25-2718711,0
25-2718006,0
25-2718313,0
25-2716166,0
25-2711605,0
25-2715576,0
25-2717973,0
25-2717516,0
25-2710929,0
25-2717481,0
25-2717753,0
25-2708891,0
25-2716373,0
25-2716592,0
25-2715101,0
25-2716508,0
25-2715467,0
25-2714510,0
25-2715670,0
25-2710723,1
25-2712335,0
25-2713076,0
25-2710902,0
25-2708871,0
25-2711547,1
25-2714933,0
25-2715069,0
25-2715366,0
25-2714206,0
25-2710970,0
25-2715383,0
25-2714662,0
25-2715067,0
25-2710527,0
25-2714594,0
25-2713858,0
25-2713889,0
25-2714507,0
25-2714020,0
25-2711817,0
25-2713927,0
25-2710726,0
25-2712302,0
25-2710841,0
25-2713200,0
25-2713011,0
25-2713087,0
25-2713113,0
25-2712918,0
25-2712034,0
25-2711249,0
25-2711686,0
25-2711937,0
25-2711222,0
25-2710597,0
25-2710856,0
25-2710516,0
25-2710380,0
25-2710092,0
25-2708886,0
25-2709785,0
25-2710460,0
25-2709107,1
25-2709283,0
25-2709489,0
25-2709302,1
25-2709071,0
25-2731132,1
25-2730261,0
25-2723346,1
25-2728163,1
25-2727795,0
25-2726746,1
25-2723004,1
25-2728684,0
25-2724688,0
25-2721710,1
25-2731160,0
25-2724360,0
25-2720987,0
25-2722454,0
25-2729936,0
25-2728234,0
25-2723519,0
25-2726735,0
25-2720652,0
25-2731270,0
25-2725857,0
25-2726819,0
25-2722654,0
25-2725584,0
25-2723455,0
25-2725015,0
25-2727420,0
25-2726327,0
25-2731376,0
25-2726560,0
25-2724908,0
25-2725318,0
25-2724146,0
25-2728453,0
25-2728715,0
25-2726927,0
25-2730526,0
25-2722953,0
25-2729061,0
25-2729402,0
25-2727466,0
25-2722687,0
25-2722354,0
25-2728899,0
25-2730534,0
25-2726524,1
25-2720707,0
25-2726836,0
25-2725331,0
25-2722370,0
25-2722345,0
25-2729073,0
25-2721547,0
25-2728665,0
25-2720850,0
25-2725355,0
25-2725299,0
25-2724910,0
25-2725901,0
25-2725097,0
25-2723135,0
25-2723758,0
25-2724167,0
25-2727665,0
25-2728997,0
25-2730907,0
25-2726792,0
25-2725483,0
25-2730941,0
25-2725504,0
25-2726432,0
25-2728500,0
25-2730558,0
25-2731265,0
25-2725858,0
25-2727088,0
25-2730658,0
25-2730914,0
25-2726065,0
25-2729383,0
25-2726313,0
25-2730896,0
25-2731151,0
25-2729166,1
25-2726990,0
25-2730430,0
25-2722436,0
25-2728894,0
25-2729911,0
25-2726645,0
25-2728072,0
25-2730669,0
25-2728680,0
25-2727217,0
25-2731184,0
25-2722964,0
25-2731058,0
25-2731420,0
25-2731081,0
25-2724915,0
25-2731625,0
25-2729388,0
25-2731158,0
25-2731245,0
25-2730967,0
25-2731286,0
25-2725303,0
25-2731329,0
25-2730834,0
25-2729654,0
25-2731461,0
25-2729445,0
25-2727239,0
25-2728924,0
25-2730130,0
25-2731123,0
25-2731425,0
25-2731133,0
25-2730828,0
25-2731145,0
25-2730690,0
25-2728433,0
25-2730557,0
25-2730548,1
25-2725232,0
25-2729772,0
25-2726751,0
25-2729475,0
25-2726321,0
25-2729403,0
25-2729199,0
25-2729153,0
25-2729543,0
25-2727333,0
25-2728722,0
25-2720730,0
25-2726071,0
25-2728799,0
25-2728703,0
25-2726756,0
25-2729074,0
25-2726839,0
25-2728991,0
25-2729002,0
25-2728920,1
25-2724924,0
25-2724899,0
25-2726311,0
25-2726679,0
25-2727602,0
25-2728053,0
25-2728001,0
25-2722629,0
25-2724570,0
25-2727678,0
25-2726831,0
25-2727312,0
25-2727009,0
25-2726200,0
25-2727081,0
25-2727242,0
25-2727126,0
25-2726887,0
25-2723614,0
25-2722655,0
25-2721457,0
25-2722837,0
25-2724495,0
25-2724584,0
25-2726846,0
25-2725195,0
25-2726192,0
25-2726392,0
25-2723958,0
25-2725926,0
25-2724775,0
25-2725141,0
25-2723277,0
25-2725260,0
25-2724887,0
25-2725249,0
25-2725268,0
25-2725242,0
25-2725145,0
25-2725143,0
25-2724766,0
25-2724913,0
25-2724897,0
25-2724885,0
25-2724889,0
25-2721365,0
25-2723599,0
25-2723402,0
25-2723996,0
25-2722907,0
25-2723126,0
25-2722950,0
25-2720790,0
25-2722877,0
25-2722187,0
25-2722061,0
25-2721848,0
25-2721514,0
25-2720746,0
25-2721407,0
25-2720718,0
25-2721233,0
25-2720722,0
25-2741761,0
25-2731862,0
25-2733687,1
25-2737241,0
25-2735469,1
25-2733642,0
25-2734724,0
25-2733437,0
25-2741666,0
25-2735217,0
25-2734584,0
25-2738739,1
25-2740514,0
25-2738884,0
25-2740853,1
25-2741866,0
25-2737225,0
25-2736879,0
25-2739057,0
25-2734628,0
25-2734988,0
25-2732279,0
25-2737298,0
25-2741344,0
25-2740504,0
25-2740811,1
25-2741317,0
25-2737323,0
25-2735591,0
25-2738925,0
25-2735277,0
25-2733967,0
25-2738385,0
25-2740544,1
25-2740111,1
25-2741258,0
25-2740795,0
25-2735719,0
25-2734619,0
25-2741735,0
25-2737862,0
25-2739759,0
25-2736214,0
25-2736175,0
25-2735468,0
25-2732620,0
25-2733479,0
25-2740139,0
25-2735284,0
25-2734195,0
25-2732924,0
25-2733132,0
25-2739066,1
25-2740820,0
25-2736070,0
25-2731913,0
25-2740741,0
25-2736531,0
25-2740368,0
25-2735531,0
25-2734531,0
25-2736041,0
25-2735342,0
25-2735187,0
25-2741912,0
25-2736919,0
25-2738142,0
25-2737484,0
25-2733097,0
25-2733732,0
25-2741675,0
25-2736733,0
25-2732187,0
25-2740533,0
25-2738879,0
25-2734913,0
25-2735167,0
25-2740643,0
25-2739124,0
25-2739461,0
25-2739532,0
25-2741751,0
25-2734967,0
25-2732647,0
25-2733433,0
25-2741684,0
25-2740132,0
25-2731817,0
25-2739919,0
25-2741700,0
25-2732749,0
25-2739977,0
25-2740698,0
25-2735493,0
25-2740538,0
25-2738998,1
25-2736533,0
25-2736392,0
25-2733429,1
25-2738131,0
25-2738662,0
25-2740778,0
25-2741584,0
25-2741906,0
25-2741271,0
25-2734227,0
25-2740295,0
25-2741631,0
25-2732263,0
25-2739660,0
25-2737356,0
25-2740503,0
25-2741924,0
25-2739517,0
25-2741777,0
25-2741838,0
25-2741251,0
25-2738741,0
25-2738933,0
25-2741708,0
25-2740749,0
25-2735602,0
25-2741678,0
25-2740006,0
25-2738636,0
25-2740560,0
25-2741580,0
25-2741630,0
25-2741623,0
25-2741641,0
25-2740609,0
25-2741607,0
25-2741662,0
25-2734111,0
25-2736158,0
25-2735243,0
25-2738775,0
25-2738070,0
25-2737328,0
25-2740252,0
25-2740120,0
25-2740000,0
25-2739144,0
25-2739639,0
25-2739975,0
25-2732293,0
25-2737927,0
25-2739004,1
25-2737394,0
25-2738872,0
25-2738993,0
25-2738759,0
25-2735933,0
25-2739069,0
25-2737481,0
25-2737990,0
25-2738082,0
25-2738316,0
25-2738819,0
25-2736603,0
25-2737236,0
25-2732602,0
25-2735477,0
25-2735239,1
25-2738036,0
25-2736749,0
25-2736728,0
25-2737518,0
25-2737357,0
25-2737227,0
25-2737345,0
25-2737330,0
25-2737264,0
25-2737360,0
25-2735110,0
25-2737335,0
25-2736575,0
25-2732342,0
25-2737134,0
25-2732622,0
25-2737240,0
25-2734694,0
25-2737120,0
25-2736954,0
25-2737324,0
25-2736566,0
25-2737247,0
25-2735174,0
25-2737104,0
25-2737050,0
25-2735606,0
25-2735098,0
25-2736552,0
25-2736606,0
25-2734156,0
25-2734202,0
25-2733720,0
25-2735771,0
25-2735717,0
25-2734974,0
25-2733404,0
25-2734844,0
25-2735050,0
25-2735091,0
25-2734155,0
25-2734842,0
25-2733305,0
25-2734679,0
25-2734087,0
25-2731737,0
25-2734321,0
25-2733575,0
25-2733318,0
25-2732581,0
25-2732819,0
25-2733376,0
25-2733355,0
25-2733235,0
25-2733178,0
25-2733117,0
25-2733145,0
25-2732977,0
25-2732408,0
25-2732404,0
25-2732067,0
25-2732385,0
25-2732464,0
25-2732261,0
25-2731814,0
25-2731748,0
25-2731827,0
25-2731742,0
25-2731766,0
25-2749665,0
25-2751307,1
25-2747734,0
25-2751320,1
25-2746763,1
25-2749995,0
25-2750434,0
25-2750899,1
25-2749711,0
25-2743593,0
25-2750226,0
25-2750582,1
25-2748103,0
25-2742869,0
25-2751461,0
25-2750713,0
25-2745733,0
25-2747273,0
25-2750763,0
25-2750853,0
25-2751552,0
25-2751795,0
25-2751322,0
25-2750855,0
25-2749407,0
25-2750437,0
25-2747662,0
25-2751823,0
25-2747254,1
25-2750577,1
25-2749225,0
25-2750498,1
25-2748910,1
25-2744598,0
25-2747561,1
25-2747804,0
25-2747433,1
25-2745122,0
25-2750764,0
25-2743144,1
25-2750735,0
25-2749402,1
25-2745607,1
25-2745944,0
25-2749010,0
25-2745810,0
25-2749167,0
25-2750230,0
25-2749835,0
25-2750531,0
25-2749405,1
25-2745910,0
25-2751483,0
25-2751138,0
25-2751121,0
25-2751125,0
25-2751325,0
25-2751119,0
25-2749336,0
25-2749777,1
25-2750580,0
25-2750609,0
25-2750378,1
25-2751291,0
25-2750898,0
25-2743304,0
25-2751853,0
25-2751366,0
25-2746473,1
25-2750557,0
25-2748955,0
25-2747545,1
25-2747690,0
25-2747782,0
25-2748742,0
25-2745358,0
25-2749874,0
25-2751986,1
25-2751548,1
25-2742144,1
25-2743788,0
25-2745791,1
25-2749444,1
25-2751748,0
25-2745914,0
25-2751981,1
25-2749199,0
25-2751500,0
25-2743743,0
25-2748917,0
25-2748584,0
25-2743196,0
25-2751098,0
25-2746136,0
25-2749674,0
25-2749595,0
25-2750031,0
25-2745392,0
25-2745486,0
25-2751240,0
25-2742105,0
25-2750164,0
25-2749943,0
25-2750683,0
25-2749003,0
25-2751141,0
25-2748768,0
25-2747179,0
25-2750327,0
25-2750789,0
25-2750366,0
25-2743693,0
25-2750529,0
25-2747275,1
25-2749406,0
25-2746949,0
25-2748851,0
25-2748332,0
25-2751176,0
25-2750799,0
25-2745612,0
25-2747901,0
25-2743613,0
25-2750750,0
25-2750406,0
25-2751265,0
25-2749143,0
25-2745819,0
25-2746984,0
25-2749079,0
25-2748368,0
25-2749296,1
25-2748507,0
25-2748482,0
25-2749499,0
25-2749871,0
25-2749315,1
25-2750397,0
25-2751623,0
25-2745691,0
25-2747630,0
25-2747152,0
25-2749262,0
25-2750724,0
25-2747186,0
25-2751428,0
25-2748931,0
25-2752032,0
25-2750398,0
25-2747943,0
25-2751245,0
25-2751832,0
25-2749668,0
25-2748496,0
25-2749561,0
25-2743991,0
25-2743820,0
25-2750413,0
25-2751350,0
25-2750759,0
25-2750278,0
25-2747035,0
25-2749041,0
25-2748130,0
25-2749412,1
25-2750771,0
25-2745868,0
25-2742100,0
25-2748804,0
